epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/precision@0.4(B),metrics/recall@0.4(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,best_epoch,lr/pg0,lr/pg1,lr/pg2
1,25.6567,4.76401,3.74009,3.35536,0,0,0.6,0,0,0,2.98896,4.21157,2.37852,1,0.000324561,0.000324561,0.000324561
2,47.8497,2.5509,1.86107,2.20507,0.19151,0.24841,1,0,0.16578,0.05522,2.53702,3.26891,2.5606,2,0.000656809,0.000656809,0.000656809
3,101.726,2.16059,1.56886,1.5785,0.29313,0.43087,0.66715,0.01258,0.32635,0.17065,1.90774,2.19602,1.53163,3,0.000987957,0.000987957,0.000987957
4,124.987,1.86813,1.56869,1.48072,0.15311,0.10909,0.43292,0.06234,0.10723,0.05844,1.9597,inf,1.71629,3,0.00099505,0.00099505,0.00099505
5,160.908,1.65322,1.49472,1.33292,0.33421,0.48241,0.38996,0.32212,0.32557,0.17263,1.70048,1.9055,1.31533,5,0.0009934,0.0009934,0.0009934
6,183.542,1.63201,1.39576,1.29327,0.4169,0.60358,0.47672,0.50397,0.46574,0.28146,1.55627,1.45408,1.26171,6,0.00099175,0.00099175,0.00099175
7,206.819,1.40366,1.37284,1.25221,0.41514,0.57624,0.68,0.28332,0.4901,0.32222,1.37796,1.38881,1.17955,7,0.0009901,0.0009901,0.0009901
8,228.651,1.45864,1.35993,1.17695,0.4652,0.57612,0.68496,0.30851,0.50235,0.34804,1.25647,1.31022,1.13725,8,0.00098845,0.00098845,0.00098845
9,285.463,1.33325,1.34004,1.13644,0.34851,0.464,0.65499,0.19691,0.34785,0.23754,1.28367,1.43747,1.14308,8,0.0009868,0.0009868,0.0009868
10,326.845,1.29668,1.23992,1.14171,0.42515,0.6025,0.71804,0.39804,0.49008,0.30508,1.46932,1.32765,1.17259,8,0.00098515,0.00098515,0.00098515
11,377.053,1.46386,1.28536,1.16883,0.48549,0.62976,0.62738,0.39581,0.51847,0.35692,1.28052,1.26429,1.1066,11,0.0009835,0.0009835,0.0009835
12,399.164,1.49821,1.25398,1.15242,0.47478,0.63681,0.6434,0.45734,0.55308,0.3698,1.24508,1.36881,1.08545,12,0.00098185,0.00098185,0.00098185
13,421.319,1.2441,1.171,1.10515,0.56298,0.65255,0.64287,0.50678,0.57175,0.41302,1.09835,1.17324,1.05022,13,0.0009802,0.0009802,0.0009802
14,443.299,1.20575,1.13279,1.0796,0.61081,0.67019,0.66699,0.56732,0.61351,0.44732,1.07802,1.03881,1.04574,14,0.00097855,0.00097855,0.00097855
15,465.802,1.27423,1.18301,1.1112,0.50123,0.62271,0.79927,0.40948,0.5633,0.38464,1.20082,1.21241,1.08466,14,0.0009769,0.0009769,0.0009769
16,487.843,1.21198,1.12299,1.09766,0.55113,0.69428,0.65661,0.53642,0.63234,0.47427,1.00025,1.07346,1.02661,16,0.00097525,0.00097525,0.00097525
17,552.892,1.18037,1.11184,1.05075,0.61184,0.65269,0.65605,0.58624,0.62259,0.35298,1.39229,1.10532,1.13092,16,0.0009736,0.0009736,0.0009736
18,574.557,1.30488,1.15974,1.09996,0.58085,0.65264,0.74484,0.4876,0.60339,0.37082,1.3234,1.11386,1.09927,16,0.00097195,0.00097195,0.00097195
19,596.709,1.23624,1.12543,1.07642,0.61462,0.67326,0.67088,0.60513,0.67001,0.45262,1.17063,1.059,1.04527,16,0.0009703,0.0009703,0.0009703
20,618.149,1.21763,1.11507,1.06098,0.6218,0.64032,0.72093,0.47445,0.62504,0.44458,1.15273,1.06434,1.03763,16,0.00096865,0.00096865,0.00096865
21,640.152,1.15737,1.06761,1.02884,0.61594,0.67335,0.75648,0.50249,0.63372,0.44383,1.20197,1.03188,1.05177,16,0.000967,0.000967,0.000967
22,661.985,1.19408,1.11985,1.0549,0.57437,0.65732,0.67474,0.54596,0.62192,0.39457,1.30948,1.092,1.08974,16,0.00096535,0.00096535,0.00096535
23,683.668,1.17642,1.13591,1.04398,0.57397,0.70153,0.70069,0.55162,0.64681,0.47368,1.03,1.00867,1.02109,16,0.0009637,0.0009637,0.0009637
24,705.638,1.08246,1.02714,1.01828,0.5791,0.66337,0.74283,0.42177,0.6065,0.43542,1.07976,1.01855,1.0192,16,0.00096205,0.00096205,0.00096205
25,727.464,1.13812,1.03971,1.0104,0.59464,0.68556,0.73345,0.52127,0.65264,0.45173,1.12831,1.03675,1.01469,16,0.0009604,0.0009604,0.0009604
26,763.647,1.09975,1.06313,1.00836,0.51764,0.68285,0.646,0.49305,0.57278,0.42703,1.00326,1.09871,0.99653,16,0.00095875,0.00095875,0.00095875
27,816.294,1.09803,1.0697,1.00799,0.63058,0.66375,0.71942,0.54094,0.65119,0.48957,0.98455,0.97671,0.99615,27,0.0009571,0.0009571,0.0009571
28,838.298,1.08074,1.02406,1.01184,0.63873,0.64418,0.7262,0.51583,0.63923,0.43077,1.13372,1.01634,1.01696,27,0.00095545,0.00095545,0.00095545
29,859.657,1.0926,1.00204,1.00649,0.64121,0.70013,0.72932,0.59386,0.68724,0.50724,1.03691,0.94572,0.98583,29,0.0009538,0.0009538,0.0009538
30,909.793,1.01893,1.00744,0.98203,0.62848,0.69663,0.75223,0.57294,0.68745,0.53258,0.90788,0.92645,0.96948,30,0.00095215,0.00095215,0.00095215
31,931.744,1.03195,0.99545,0.9735,0.64719,0.69075,0.73907,0.54576,0.66964,0.5162,0.98193,0.97324,0.97968,30,0.0009505,0.0009505,0.0009505
32,952.99,1.11087,1.02682,0.99919,0.65602,0.69949,0.72499,0.62125,0.70604,0.55565,0.88647,0.93548,0.95401,32,0.00094885,0.00094885,0.00094885
33,988.025,1.12134,1.00787,1.00987,0.66332,0.6671,0.73942,0.57641,0.66972,0.47649,1.1327,0.95779,1.01109,32,0.0009472,0.0009472,0.0009472
34,1009.68,1.1046,1.01621,0.99175,0.69081,0.70777,0.75909,0.61321,0.71933,0.55152,0.93405,0.88642,0.96533,32,0.00094555,0.00094555,0.00094555
35,1044.1,1.14605,1.0054,0.98674,0.67336,0.68907,0.83052,0.42977,0.68775,0.50385,1.07513,0.96778,0.99564,32,0.0009439,0.0009439,0.0009439
36,1065.81,1.04213,0.96288,0.97275,0.64201,0.6888,0.75978,0.5638,0.70297,0.52324,1.02714,0.95862,0.9883,32,0.00094225,0.00094225,0.00094225
37,1087.85,1.06011,0.99535,0.99034,0.56891,0.70409,0.71912,0.54978,0.66623,0.46803,1.11968,0.98226,1.0108,32,0.0009406,0.0009406,0.0009406
38,1123.03,0.99563,0.96806,0.97112,0.67704,0.70169,0.70576,0.67235,0.72564,0.54853,0.96412,0.88234,0.96889,32,0.00093895,0.00093895,0.00093895
39,1144.87,1.00341,0.96232,0.97639,0.636,0.68573,0.77118,0.54581,0.6739,0.52781,0.90662,0.89218,0.95371,32,0.0009373,0.0009373,0.0009373
40,1166.85,1.00025,0.95063,0.97299,0.68339,0.69847,0.72174,0.65446,0.7154,0.54788,0.91653,0.88519,0.95255,32,0.00093565,0.00093565,0.00093565
41,1188.69,0.9776,0.92795,0.94763,0.65898,0.71848,0.75854,0.61402,0.72072,0.55003,0.90588,0.87765,0.95002,32,0.000934,0.000934,0.000934
42,1212.01,1.00076,0.90246,0.94921,0.68968,0.70518,0.71763,0.67733,0.71717,0.56528,0.86195,0.83661,0.94098,42,0.00093235,0.00093235,0.00093235
43,1235.45,1.01061,0.94427,0.95597,0.60788,0.66293,0.7558,0.46686,0.61848,0.46121,1.06886,0.96656,0.99019,42,0.0009307,0.0009307,0.0009307
44,1291.91,1.23394,0.97803,0.99547,0.66251,0.68238,0.74813,0.55327,0.68679,0.48168,1.11957,0.92504,1.00942,42,0.00092905,0.00092905,0.00092905
45,1327.77,1.09761,0.97368,0.97627,0.67537,0.6449,0.75204,0.55842,0.66609,0.50968,0.88493,0.86376,0.94742,42,0.0009274,0.0009274,0.0009274
46,1349.72,1.01664,0.9247,0.95828,0.67472,0.68867,0.79621,0.52932,0.68984,0.50442,1.05133,0.91869,0.97801,42,0.00092575,0.00092575,0.00092575
47,1386.78,1.15275,0.99593,0.97039,0.64124,0.66295,0.76533,0.52856,0.66261,0.50665,0.94341,0.92598,0.95502,42,0.0009241,0.0009241,0.0009241
48,1408.91,1.04235,0.94935,0.98833,0.67131,0.71562,0.70657,0.66527,0.71929,0.55735,0.89725,0.89324,0.94282,42,0.00092245,0.00092245,0.00092245
49,1444.37,0.90657,0.93789,0.94428,0.70159,0.68581,0.79911,0.53156,0.69954,0.54568,0.87212,0.90394,0.95174,42,0.0009208,0.0009208,0.0009208
50,1465.97,0.92119,0.9174,0.93821,0.73042,0.70513,0.76988,0.66091,0.74144,0.58576,0.83747,0.82131,0.93272,50,0.00091915,0.00091915,0.00091915
51,1487.92,1.07655,0.9865,0.9765,0.61019,0.6831,0.7493,0.52527,0.66799,0.4713,1.07572,1.01586,0.98363,50,0.0009175,0.0009175,0.0009175
52,1509.7,1.0516,0.98777,0.97138,0.63478,0.70088,0.71492,0.59916,0.66696,0.52117,0.94234,0.96576,0.96589,50,0.00091585,0.00091585,0.00091585
53,1531.21,1.02374,0.97448,0.96306,0.68403,0.69807,0.77631,0.59849,0.72143,0.55317,0.89069,0.89187,0.94401,50,0.0009142,0.0009142,0.0009142
54,1552.96,0.98473,0.92592,0.94513,0.7124,0.71904,0.76392,0.64576,0.73698,0.58438,0.84827,0.81115,0.93294,50,0.00091255,0.00091255,0.00091255
55,1575.01,0.96744,0.90797,0.93937,0.67359,0.72269,0.79899,0.5701,0.72184,0.55804,0.93064,0.86068,0.95183,50,0.0009109,0.0009109,0.0009109
56,1611.83,0.92453,0.89243,0.93402,0.6838,0.71095,0.79312,0.59674,0.72958,0.56729,0.89189,0.86931,0.9486,50,0.00090925,0.00090925,0.00090925
57,1633.43,0.93706,0.85594,0.92286,0.71551,0.70426,0.75562,0.66319,0.72755,0.56738,0.89411,0.82133,0.93863,50,0.0009076,0.0009076,0.0009076
58,1655.43,0.92232,0.85455,0.93043,0.7164,0.69452,0.76708,0.61583,0.71542,0.56389,0.83918,0.81701,0.92485,50,0.00090595,0.00090595,0.00090595
59,1676.93,0.96108,0.86437,0.95134,0.67228,0.69162,0.7482,0.59101,0.70783,0.51745,1.05156,0.9085,0.96946,50,0.0009043,0.0009043,0.0009043
60,1730.68,0.94221,0.85705,0.93038,0.69781,0.69207,0.71219,0.6808,0.72746,0.57589,0.83095,0.83657,0.92316,50,0.00090265,0.00090265,0.00090265
61,1752.41,0.90126,0.87568,0.9139,0.69018,0.70455,0.73166,0.65629,0.72388,0.56492,0.84669,0.82137,0.92612,50,0.000901,0.000901,0.000901
62,1774.14,0.90717,0.87387,0.92187,0.70099,0.74225,0.75596,0.68018,0.75667,0.60556,0.84764,0.79472,0.92419,62,0.00089935,0.00089935,0.00089935
63,1796.09,0.95759,0.85119,0.93794,0.69722,0.72533,0.75243,0.63647,0.73995,0.56194,1.0034,0.84363,0.95875,62,0.0008977,0.0008977,0.0008977
64,1834.66,1.03764,0.87615,0.95583,0.68986,0.70485,0.76153,0.60508,0.69574,0.51794,1.05209,0.88495,0.97031,62,0.00089605,0.00089605,0.00089605
65,1883.14,1.01832,0.87789,0.96153,0.6121,0.6841,0.70449,0.56891,0.63486,0.42292,1.31245,0.98597,1.05147,62,0.0008944,0.0008944,0.0008944
66,1904.91,0.9757,0.90066,0.95124,0.71038,0.68416,0.77867,0.60587,0.71094,0.5652,0.80844,0.79835,0.91548,62,0.00089275,0.00089275,0.00089275
67,1926.53,1.00908,0.88266,0.95043,0.6641,0.72607,0.74001,0.62812,0.72372,0.51725,1.03766,0.92661,0.97062,62,0.0008911,0.0008911,0.0008911
68,1947.86,1.00102,0.87295,0.95514,0.70267,0.72312,0.73261,0.68676,0.75459,0.55164,0.99231,0.82421,0.95564,62,0.00088945,0.00088945,0.00088945
