epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/recall50(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,best_epoch,lr/pg0,lr/pg1,lr/pg2
158,1244.48,0.83934,0.67456,0.80456,0.75483,0.75649,0.86609,0.79956,0.64648,0.77713,0.7456,0.81039,129,0.0004819,0.0004819,0.0004819
159,1252.25,0.76747,0.62861,0.80132,0.74632,0.76529,0.84801,0.8002,0.64863,0.76477,0.72539,0.80986,129,0.0004786,0.0004786,0.0004786
160,1259.87,0.78849,0.65468,0.80403,0.73212,0.76564,0.85064,0.79297,0.64402,0.76049,0.72626,0.80999,129,0.0004753,0.0004753,0.0004753
161,1267.47,0.79093,0.6191,0.80608,0.75562,0.75386,0.83575,0.79513,0.65808,0.72776,0.70905,0.8065,129,0.000472,0.000472,0.000472
162,1275.1,0.81945,0.61706,0.80612,0.7448,0.7484,0.84075,0.79018,0.65091,0.7537,0.73446,0.80825,129,0.0004687,0.0004687,0.0004687
163,1282.79,0.84912,0.64815,0.80878,0.74644,0.73681,0.82638,0.76897,0.62595,0.76003,0.75369,0.80862,129,0.0004654,0.0004654,0.0004654
164,1290.62,0.7976,0.61725,0.80591,0.77204,0.75547,0.85001,0.80084,0.66277,0.73714,0.70856,0.80718,129,0.0004621,0.0004621,0.0004621
165,1298.25,0.79104,0.62631,0.7983,0.76641,0.74906,0.85264,0.80355,0.65654,0.74883,0.71813,0.80999,129,0.0004588,0.0004588,0.0004588
166,1305.92,0.76265,0.59873,0.80516,0.72417,0.75751,0.8303,0.78198,0.64433,0.74215,0.74594,0.80669,129,0.0004555,0.0004555,0.0004555
167,1313.59,0.79635,0.64247,0.80393,0.78382,0.70368,0.81567,0.77776,0.63455,0.74856,0.75412,0.80808,129,0.0004522,0.0004522,0.0004522
168,1321.28,0.78689,0.63406,0.80172,0.75444,0.73035,0.8188,0.77676,0.63904,0.73947,0.73928,0.80782,129,0.0004489,0.0004489,0.0004489
169,1328.9,0.72009,0.60231,0.7941,0.74958,0.72274,0.80442,0.76548,0.63076,0.72201,0.70995,0.80613,129,0.0004456,0.0004456,0.0004456
170,1336.54,0.75092,0.59568,0.80135,0.78543,0.74334,0.86599,0.81418,0.67389,0.7356,0.70498,0.80678,170,0.0004423,0.0004423,0.0004423
171,1344.43,0.73497,0.58559,0.80066,0.78834,0.72137,0.82598,0.78831,0.65242,0.72885,0.73338,0.80596,170,0.000439,0.000439,0.000439
172,1352.16,0.75506,0.58227,0.79556,0.77627,0.74409,0.85482,0.80532,0.66152,0.74035,0.71307,0.80819,170,0.0004357,0.0004357,0.0004357
173,1359.72,0.74863,0.59549,0.7995,0.79838,0.72093,0.83023,0.79995,0.65228,0.75657,0.70923,0.80773,170,0.0004324,0.0004324,0.0004324
174,1367.64,0.76458,0.60161,0.79704,0.78247,0.75757,0.86327,0.81164,0.66605,0.74795,0.72078,0.80904,170,0.0004291,0.0004291,0.0004291
175,1375.27,0.81576,0.62452,0.80589,0.79407,0.73289,0.83746,0.80159,0.66206,0.73473,0.71491,0.80508,170,0.0004258,0.0004258,0.0004258
176,1383.06,0.77085,0.60605,0.80056,0.75601,0.74593,0.83045,0.78946,0.64554,0.74985,0.73299,0.80925,170,0.0004225,0.0004225,0.0004225
177,1390.73,0.78616,0.59129,0.80048,0.75546,0.73466,0.82159,0.78365,0.64006,0.74061,0.71411,0.80782,170,0.0004192,0.0004192,0.0004192
178,1398.38,0.76204,0.61183,0.80107,0.7677,0.76322,0.84632,0.80603,0.66936,0.71886,0.71231,0.80664,170,0.0004159,0.0004159,0.0004159
179,1406.62,0.74862,0.60619,0.79913,0.73353,0.76436,0.82209,0.78242,0.64478,0.73486,0.71467,0.80759,170,0.0004126,0.0004126,0.0004126
180,1415.33,0.7191,0.56933,0.79667,0.73198,0.70362,0.79406,0.74865,0.60622,0.75627,0.77986,0.80982,170,0.0004093,0.0004093,0.0004093
181,1423.57,0.74315,0.60812,0.79697,0.76404,0.73365,0.82661,0.78857,0.64328,0.7345,0.72801,0.80665,170,0.000406,0.000406,0.000406
182,1431.32,0.7328,0.59414,0.79825,0.7648,0.75408,0.8443,0.80097,0.6581,0.73499,0.71496,0.80634,170,0.0004027,0.0004027,0.0004027
183,1439.18,0.75927,0.58395,0.79863,0.76849,0.76878,0.8576,0.80965,0.66822,0.73949,0.71479,0.80678,170,0.0003994,0.0003994,0.0003994
184,1446.98,0.76062,0.59728,0.79746,0.73698,0.7495,0.82571,0.77931,0.63577,0.73847,0.7084,0.80784,170,0.0003961,0.0003961,0.0003961
185,1454.97,0.76098,0.6053,0.79669,0.7346,0.76598,0.84234,0.79455,0.65817,0.73053,0.71668,0.80687,170,0.0003928,0.0003928,0.0003928
186,1462.82,0.74505,0.60083,0.80304,0.74378,0.75594,0.84833,0.78073,0.64366,0.75121,0.76911,0.80779,170,0.0003895,0.0003895,0.0003895
187,1470.82,0.7662,0.60833,0.80193,0.7504,0.76684,0.84401,0.80336,0.6611,0.7351,0.72672,0.80741,170,0.0003862,0.0003862,0.0003862
188,1478.68,0.77137,0.60551,0.79713,0.76722,0.7004,0.79846,0.76265,0.62335,0.7485,0.74463,0.80827,170,0.0003829,0.0003829,0.0003829
189,1486.53,0.75514,0.57946,0.79875,0.77512,0.76666,0.85287,0.80909,0.66959,0.73177,0.70174,0.80691,170,0.0003796,0.0003796,0.0003796
190,1494.34,0.74537,0.56682,0.80063,0.75902,0.75122,0.83475,0.79303,0.65157,0.749,0.72373,0.80884,170,0.0003763,0.0003763,0.0003763
191,1502.3,0.74602,0.58378,0.79725,0.75262,0.76381,0.84214,0.80284,0.66227,0.73534,0.72041,0.80731,170,0.000373,0.000373,0.000373
192,1510.12,0.7539,0.59365,0.80183,0.77987,0.7426,0.84684,0.79877,0.65903,0.73427,0.74121,0.80766,170,0.0003697,0.0003697,0.0003697
193,1517.85,0.76682,0.58802,0.79602,0.76574,0.75038,0.8409,0.79931,0.65478,0.74033,0.72242,0.80682,170,0.0003664,0.0003664,0.0003664
194,1525.82,0.78677,0.58091,0.79942,0.76871,0.70016,0.81525,0.77201,0.62947,0.75619,0.75122,0.80802,170,0.0003631,0.0003631,0.0003631
195,1533.81,0.71677,0.5592,0.79476,0.75698,0.77209,0.84634,0.80304,0.66702,0.71749,0.70398,0.80516,170,0.0003598,0.0003598,0.0003598
196,1541.97,0.75247,0.55233,0.80009,0.77531,0.75528,0.8414,0.79792,0.65898,0.72342,0.71249,0.80614,170,0.0003565,0.0003565,0.0003565
197,1549.79,0.7403,0.54635,0.79285,0.78088,0.73624,0.83349,0.80003,0.64924,0.76684,0.72346,0.81083,170,0.0003532,0.0003532,0.0003532
198,1557.88,0.72218,0.55503,0.79552,0.78499,0.73593,0.83804,0.79777,0.65276,0.73757,0.69742,0.80831,170,0.0003499,0.0003499,0.0003499
199,1565.58,0.77028,0.59312,0.79678,0.78975,0.75886,0.87156,0.82716,0.68498,0.7357,0.67804,0.80832,199,0.0003466,0.0003466,0.0003466
200,1573.73,0.76783,0.58097,0.79936,0.7706,0.75243,0.84852,0.80785,0.66424,0.73154,0.7196,0.80733,199,0.0003433,0.0003433,0.0003433
201,1581.61,0.75829,0.58213,0.79665,0.77705,0.74805,0.84028,0.80253,0.65627,0.73147,0.71247,0.80746,199,0.00034,0.00034,0.00034
202,1589.42,0.77758,0.60901,0.80251,0.77609,0.73897,0.83254,0.78954,0.64379,0.73723,0.70215,0.80862,199,0.0003367,0.0003367,0.0003367
203,1597.16,0.74574,0.57364,0.79885,0.77302,0.7428,0.84209,0.80034,0.66089,0.7307,0.6947,0.80625,199,0.0003334,0.0003334,0.0003334
204,1604.98,0.75114,0.55567,0.80038,0.78605,0.74343,0.84861,0.81225,0.67076,0.72979,0.70284,0.80747,199,0.0003301,0.0003301,0.0003301
205,1612.87,0.75433,0.55587,0.79794,0.7773,0.73061,0.82687,0.79403,0.65514,0.73526,0.71547,0.80706,199,0.0003268,0.0003268,0.0003268
206,1620.6,0.71407,0.54983,0.79794,0.76159,0.71431,0.82456,0.7778,0.63849,0.73654,0.72968,0.80586,199,0.0003235,0.0003235,0.0003235
207,1628.44,0.73025,0.56424,0.79876,0.73343,0.75825,0.83261,0.79015,0.65359,0.73203,0.7206,0.80617,199,0.0003202,0.0003202,0.0003202
208,1636.21,0.69686,0.5303,0.79616,0.77651,0.75883,0.85686,0.81384,0.67425,0.74261,0.73274,0.80587,199,0.0003169,0.0003169,0.0003169
209,1644.07,0.72999,0.55181,0.79729,0.78051,0.76102,0.86241,0.81491,0.67221,0.73842,0.74015,0.80725,199,0.0003136,0.0003136,0.0003136
210,1652.02,0.71618,0.55589,0.79873,0.77009,0.7513,0.83539,0.79615,0.65963,0.72857,0.71509,0.80528,199,0.0003103,0.0003103,0.0003103
211,1660.24,0.70865,0.54358,0.79188,0.8094,0.75097,0.85994,0.82284,0.6762,0.73632,0.70374,0.80772,199,0.000307,0.000307,0.000307
212,1668.08,0.70592,0.54016,0.79746,0.81098,0.73049,0.85394,0.81411,0.67668,0.71806,0.70674,0.8061,199,0.0003037,0.0003037,0.0003037
213,1676.1,0.73639,0.5494,0.79556,0.7531,0.74332,0.83007,0.78736,0.65217,0.71946,0.71353,0.80441,199,0.0003004,0.0003004,0.0003004
214,1684.04,0.70463,0.54095,0.79341,0.79202,0.74374,0.85029,0.80733,0.66495,0.72772,0.69098,0.80736,199,0.0002971,0.0002971,0.0002971
215,1692.01,0.71567,0.54766,0.79504,0.79718,0.74241,0.84379,0.81108,0.6764,0.7043,0.68001,0.80571,199,0.0002938,0.0002938,0.0002938
216,1700.02,0.70396,0.54339,0.79815,0.77572,0.76338,0.85505,0.81094,0.66593,0.72436,0.71438,0.80644,199,0.0002905,0.0002905,0.0002905
217,1708.13,0.71846,0.54818,0.79611,0.77824,0.73902,0.8347,0.79569,0.65441,0.71744,0.69998,0.80553,199,0.0002872,0.0002872,0.0002872
218,1716.09,0.73403,0.54424,0.79385,0.77179,0.73232,0.82327,0.78755,0.64825,0.72794,0.73357,0.80632,199,0.0002839,0.0002839,0.0002839
219,1724.1,0.72066,0.54105,0.79476,0.77697,0.76121,0.84018,0.80513,0.66591,0.70826,0.69694,0.8053,199,0.0002806,0.0002806,0.0002806
220,1732.36,0.69741,0.53718,0.79377,0.77911,0.72688,0.8244,0.78888,0.65213,0.71254,0.69905,0.80548,199,0.0002773,0.0002773,0.0002773
221,1740.15,0.75541,0.53363,0.7967,0.77156,0.75895,0.84248,0.80379,0.66241,0.72619,0.71408,0.80713,199,0.000274,0.000274,0.000274
222,1747.82,0.72647,0.53958,0.79358,0.76868,0.7414,0.82706,0.79369,0.65509,0.71196,0.71122,0.80609,199,0.0002707,0.0002707,0.0002707
223,1755.64,0.7764,0.56399,0.79935,0.76886,0.76247,0.84154,0.80566,0.6672,0.70844,0.68131,0.80469,199,0.0002674,0.0002674,0.0002674
224,1763.19,0.71606,0.53207,0.79774,0.762,0.7538,0.83386,0.7958,0.66045,0.71695,0.71005,0.80504,199,0.0002641,0.0002641,0.0002641
225,1771.01,0.75032,0.5542,0.7972,0.7744,0.73751,0.83507,0.79162,0.65767,0.71643,0.70886,0.80543,199,0.0002608,0.0002608,0.0002608
226,1778.64,0.72684,0.52689,0.79994,0.76847,0.75507,0.83425,0.79469,0.65914,0.71599,0.71009,0.80563,199,0.0002575,0.0002575,0.0002575
227,1786.47,0.7284,0.53282,0.79488,0.7434,0.75082,0.82992,0.78092,0.64744,0.72934,0.72749,0.8074,199,0.0002542,0.0002542,0.0002542
228,1794.39,0.72844,0.52816,0.79469,0.75597,0.74705,0.83644,0.79051,0.65478,0.71852,0.71932,0.80633,199,0.0002509,0.0002509,0.0002509
229,1802.15,0.73106,0.52952,0.79679,0.81248,0.71901,0.84157,0.79984,0.66434,0.72221,0.71561,0.80578,199,0.0002476,0.0002476,0.0002476
230,1810.02,0.73053,0.52971,0.79389,0.7924,0.71943,0.83068,0.7912,0.65217,0.72591,0.72025,0.80576,199,0.0002443,0.0002443,0.0002443
231,1817.79,0.732,0.52859,0.79575,0.78036,0.76379,0.85321,0.8139,0.67273,0.72425,0.70668,0.80618,199,0.000241,0.000241,0.000241
232,1825.49,0.7407,0.52941,0.80008,0.79213,0.75416,0.85819,0.81515,0.66757,0.75488,0.71161,0.80884,199,0.0002377,0.0002377,0.0002377
233,1833.42,0.71948,0.52197,0.79395,0.78063,0.75203,0.83024,0.79808,0.65946,0.72298,0.71954,0.80656,199,0.0002344,0.0002344,0.0002344
234,1841.17,0.6995,0.49633,0.79491,0.79075,0.74522,0.84306,0.80815,0.66525,0.72744,0.70192,0.80708,199,0.0002311,0.0002311,0.0002311
235,1848.81,0.76215,0.54427,0.79708,0.77869,0.7732,0.86132,0.81794,0.67791,0.73008,0.71977,0.80705,199,0.0002278,0.0002278,0.0002278
236,1856.59,0.72598,0.52897,0.79462,0.77094,0.72706,0.80915,0.78227,0.64546,0.71325,0.7352,0.8054,199,0.0002245,0.0002245,0.0002245
237,1864.48,0.69268,0.50513,0.79709,0.77234,0.75443,0.84313,0.80831,0.666,0.72655,0.72976,0.80652,199,0.0002212,0.0002212,0.0002212
238,1872.21,0.73573,0.54647,0.80288,0.80766,0.7205,0.84448,0.80607,0.66454,0.72699,0.70582,0.80655,199,0.0002179,0.0002179,0.0002179
239,1879.79,0.69835,0.51266,0.79537,0.79108,0.76515,0.85936,0.81975,0.67644,0.73123,0.69209,0.80709,199,0.0002146,0.0002146,0.0002146
240,1887.51,0.70201,0.50881,0.79548,0.76121,0.77887,0.84633,0.80721,0.67202,0.72315,0.71342,0.8065,199,0.0002113,0.0002113,0.0002113
241,1895.23,0.73904,0.53286,0.79907,0.77639,0.76819,0.85459,0.81464,0.67955,0.70616,0.70993,0.80452,199,0.000208,0.000208,0.000208
242,1902.97,0.70881,0.51791,0.79526,0.80965,0.73094,0.83557,0.80891,0.67358,0.70912,0.71029,0.80524,199,0.0002047,0.0002047,0.0002047
243,1910.61,0.70025,0.50535,0.79618,0.78227,0.76346,0.85492,0.81877,0.67516,0.73066,0.72234,0.80702,199,0.0002014,0.0002014,0.0002014
244,1918.28,0.68426,0.4966,0.794,0.79135,0.76069,0.85388,0.81839,0.67539,0.72146,0.70255,0.80733,199,0.0001981,0.0001981,0.0001981
245,1925.94,0.69479,0.51143,0.7922,0.76683,0.76138,0.8369,0.8023,0.66514,0.71004,0.70601,0.80535,199,0.0001948,0.0001948,0.0001948
246,1933.94,0.69573,0.50245,0.79319,0.78502,0.75,0.84334,0.8094,0.6715,0.71469,0.69357,0.80597,199,0.0001915,0.0001915,0.0001915
247,1941.63,0.67525,0.49246,0.79529,0.7926,0.74092,0.84765,0.80421,0.66745,0.71784,0.71906,0.80516,199,0.0001882,0.0001882,0.0001882
248,1949.25,0.72373,0.50785,0.79441,0.79783,0.73694,0.84856,0.80231,0.66465,0.72667,0.72826,0.80555,199,0.0001849,0.0001849,0.0001849
249,1957.46,0.67561,0.48355,0.79177,0.81304,0.7196,0.84031,0.80064,0.66191,0.71839,0.71076,0.80656,199,0.0001816,0.0001816,0.0001816
250,1965.17,0.6953,0.49129,0.79636,0.77355,0.72278,0.8326,0.78252,0.64778,0.72438,0.76256,0.80726,199,0.0001783,0.0001783,0.0001783
251,1972.87,0.65073,0.48674,0.78918,0.80338,0.73189,0.83678,0.80008,0.66478,0.70323,0.71597,0.80538,199,0.000175,0.000175,0.000175
252,1980.46,0.70599,0.5051,0.79703,0.80185,0.74428,0.85333,0.81568,0.67918,0.70977,0.72043,0.80541,199,0.0001717,0.0001717,0.0001717
253,1988.24,0.71675,0.5114,0.79658,0.78244,0.74899,0.84159,0.80363,0.66494,0.71126,0.70401,0.80574,199,0.0001684,0.0001684,0.0001684
254,1996.03,0.71855,0.50862,0.79611,0.78385,0.76217,0.84988,0.81399,0.67414,0.71232,0.71909,0.80437,199,0.0001651,0.0001651,0.0001651
255,2003.8,0.69648,0.49429,0.7961,0.77664,0.73843,0.83039,0.79605,0.65547,0.71273,0.71132,0.8059,199,0.0001618,0.0001618,0.0001618
256,2011.45,0.72805,0.5056,0.79658,0.78965,0.74237,0.8355,0.80089,0.6606,0.71654,0.70607,0.80674,199,0.0001585,0.0001585,0.0001585
257,2019.29,0.70772,0.51565,0.79774,0.77907,0.76489,0.84599,0.80452,0.66053,0.7219,0.71063,0.80656,199,0.0001552,0.0001552,0.0001552
258,2026.93,0.68202,0.48819,0.79572,0.78013,0.76113,0.84192,0.80879,0.67087,0.71042,0.70653,0.8061,199,0.0001519,0.0001519,0.0001519
259,2034.53,0.6819,0.48877,0.79733,0.76202,0.74563,0.82096,0.78821,0.6523,0.71078,0.72018,0.80575,199,0.0001486,0.0001486,0.0001486
260,2042.49,0.69512,0.48071,0.78871,0.76747,0.75914,0.82935,0.79403,0.65967,0.71121,0.71174,0.80531,199,0.0001453,0.0001453,0.0001453
261,2050.13,0.67192,0.46979,0.79105,0.78852,0.75285,0.83833,0.80641,0.66953,0.71796,0.71331,0.80545,199,0.000142,0.000142,0.000142
262,2057.94,0.69342,0.4751,0.79181,0.78805,0.76633,0.84352,0.81103,0.6774,0.70236,0.69807,0.80474,199,0.0001387,0.0001387,0.0001387
263,2065.63,0.68344,0.48385,0.79202,0.79459,0.74216,0.84676,0.80861,0.67481,0.70513,0.71418,0.80543,199,0.0001354,0.0001354,0.0001354
264,2073.15,0.68049,0.50134,0.79083,0.80609,0.74089,0.85003,0.81784,0.67743,0.71662,0.70698,0.8063,199,0.0001321,0.0001321,0.0001321
265,2081.13,0.66399,0.47171,0.78649,0.79399,0.73865,0.83459,0.79945,0.66216,0.71107,0.71776,0.80582,199,0.0001288,0.0001288,0.0001288
266,2088.91,0.70365,0.48959,0.79529,0.80879,0.72653,0.83649,0.8018,0.66676,0.7113,0.7097,0.80585,199,0.0001255,0.0001255,0.0001255
267,2096.85,0.71625,0.51207,0.79554,0.79747,0.7304,0.83846,0.80394,0.66522,0.71986,0.70941,0.80574,199,0.0001222,0.0001222,0.0001222
268,2104.43,0.67613,0.4684,0.7972,0.8023,0.7284,0.83142,0.79723,0.66377,0.70776,0.70805,0.8053,199,0.0001189,0.0001189,0.0001189
269,2112,0.69771,0.48783,0.79576,0.80017,0.74137,0.84504,0.80912,0.67452,0.70458,0.6948,0.80487,199,0.0001156,0.0001156,0.0001156
270,2119.66,0.69297,0.48878,0.79363,0.79151,0.75227,0.84603,0.81074,0.67459,0.703,0.69631,0.80494,199,0.0001123,0.0001123,0.0001123
271,2127.66,0.70427,0.48903,0.79628,0.80438,0.75124,0.84879,0.81608,0.68125,0.69582,0.69339,0.80384,199,0.000109,0.000109,0.000109
272,2135.3,0.67987,0.47039,0.7909,0.78948,0.74804,0.83844,0.80579,0.67259,0.70286,0.70589,0.80459,199,0.0001057,0.0001057,0.0001057
273,2142.89,0.66035,0.46338,0.78958,0.80598,0.72634,0.83726,0.80305,0.66755,0.70959,0.72904,0.80512,199,0.0001024,0.0001024,0.0001024
274,2150.66,0.67748,0.45963,0.79492,0.79844,0.74683,0.84424,0.81122,0.67352,0.7133,0.72371,0.80627,199,9.91e-05,9.91e-05,9.91e-05
275,2158.28,0.64837,0.448,0.79174,0.78983,0.73761,0.83203,0.79794,0.6576,0.72021,0.72435,0.8063,199,9.58e-05,9.58e-05,9.58e-05
276,2165.98,0.68867,0.47601,0.79419,0.81209,0.72543,0.84497,0.80826,0.67083,0.71335,0.72235,0.80618,199,9.25e-05,9.25e-05,9.25e-05
277,2173.57,0.67255,0.45732,0.79115,0.80559,0.73,0.84288,0.80615,0.6708,0.70686,0.71322,0.80552,199,8.92e-05,8.92e-05,8.92e-05
278,2181.24,0.66242,0.45321,0.79344,0.81893,0.72648,0.84303,0.80893,0.67333,0.71156,0.70727,0.80575,199,8.59e-05,8.59e-05,8.59e-05
279,2188.8,0.67096,0.45639,0.7936,0.78047,0.7687,0.8503,0.81121,0.67564,0.70576,0.70933,0.80436,199,8.26e-05,8.26e-05,8.26e-05
280,2196.59,0.71701,0.50677,0.79629,0.82611,0.72636,0.84425,0.80986,0.67026,0.71239,0.71407,0.80597,199,7.93e-05,7.93e-05,7.93e-05
281,2204.16,0.66603,0.47724,0.79218,0.80158,0.74287,0.84866,0.8092,0.67285,0.70415,0.70867,0.80567,199,7.6e-05,7.6e-05,7.6e-05
282,2211.82,0.68512,0.46876,0.7943,0.7877,0.75435,0.85058,0.81059,0.67413,0.70904,0.7059,0.80564,199,7.27e-05,7.27e-05,7.27e-05
283,2219.66,0.66561,0.45565,0.79159,0.78849,0.76929,0.85526,0.81745,0.67845,0.7151,0.70139,0.80648,199,6.94e-05,6.94e-05,6.94e-05
284,2227.57,0.6369,0.44496,0.79147,0.78603,0.76168,0.84633,0.81254,0.67713,0.70257,0.70566,0.80533,199,6.61e-05,6.61e-05,6.61e-05
285,2235.41,0.66197,0.45068,0.79165,0.78349,0.77267,0.85686,0.81797,0.68343,0.70172,0.71157,0.80487,199,6.28e-05,6.28e-05,6.28e-05
286,2243.06,0.66575,0.44983,0.79261,0.77389,0.76552,0.84188,0.80815,0.67164,0.70833,0.70835,0.8053,199,5.95e-05,5.95e-05,5.95e-05
287,2250.75,0.67652,0.44813,0.79716,0.79074,0.76704,0.85517,0.81538,0.67716,0.71017,0.70786,0.80579,199,5.62e-05,5.62e-05,5.62e-05
288,2258.4,0.66516,0.44311,0.79217,0.80283,0.75119,0.84287,0.81153,0.6748,0.70337,0.70063,0.80532,199,5.29e-05,5.29e-05,5.29e-05
289,2266.14,0.65032,0.43594,0.78898,0.80015,0.75921,0.84527,0.8163,0.67918,0.70962,0.69556,0.8063,199,4.96e-05,4.96e-05,4.96e-05
290,2273.76,0.62964,0.42871,0.78871,0.80215,0.75151,0.8487,0.81669,0.68067,0.70247,0.70551,0.8049,199,4.63e-05,4.63e-05,4.63e-05
291,2282.04,0.68815,0.51512,0.7989,0.77486,0.72132,0.81094,0.77959,0.64546,0.70502,0.74301,0.80487,199,4.3e-05,4.3e-05,4.3e-05
292,2289.69,0.64139,0.44779,0.79622,0.79481,0.73216,0.82972,0.79509,0.66165,0.70615,0.71704,0.80488,199,3.97e-05,3.97e-05,3.97e-05
293,2297.19,0.63163,0.43815,0.79499,0.78343,0.74703,0.83793,0.80097,0.66759,0.70754,0.72585,0.80463,199,3.64e-05,3.64e-05,3.64e-05
294,2304.79,0.65239,0.44807,0.79224,0.79511,0.74832,0.84369,0.80634,0.67101,0.70885,0.72883,0.80455,199,3.31e-05,3.31e-05,3.31e-05
295,2312.24,0.667,0.45037,0.79618,0.79464,0.73919,0.83475,0.80002,0.66645,0.70781,0.7278,0.80438,199,2.98e-05,2.98e-05,2.98e-05
296,2319.86,0.62225,0.4279,0.79002,0.79854,0.74839,0.84356,0.80948,0.67384,0.70711,0.71277,0.80459,199,2.65e-05,2.65e-05,2.65e-05
297,2327.37,0.62417,0.42013,0.79151,0.79159,0.74631,0.83747,0.80329,0.66896,0.70513,0.71933,0.80423,199,2.32e-05,2.32e-05,2.32e-05
298,2335.04,0.64685,0.44875,0.79472,0.79369,0.74725,0.83834,0.80684,0.67229,0.70446,0.71895,0.80425,199,1.99e-05,1.99e-05,1.99e-05
299,2342.53,0.63531,0.42928,0.78915,0.79766,0.75265,0.84593,0.81261,0.67787,0.70662,0.71026,0.80455,199,1.66e-05,1.66e-05,1.66e-05
