epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/precision@0.4(B),metrics/recall@0.4(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,best_epoch,lr/pg0,lr/pg1,lr/pg2
1,25.5351,6.50517,5.1452,4.00922,0,0,0,0,0,0,6.74694,4.82798,3.98802,1,0.000324561,0.000324561,0.000324561
2,47.0314,5.34721,3.83315,3.34022,0,0,0,0,0,0,6.50664,4.10334,3.43446,2,0.000657081,0.000657081,0.000657081
3,97.7253,3.16957,2.4464,2.11916,0.03457,0.04846,0.8,0,0.02004,0.01241,2.96806,3.32737,2.00675,3,0.000988775,0.000988775,0.000988775
4,120.453,2.68156,2.21287,1.86136,0.44536,0.27279,0.80729,0.0964,0.25908,0.14253,2.08559,2.04615,1.55345,4,0.000996287,0.000996287,0.000996287
5,153.731,2.37861,2.07433,1.6606,0.25774,0.38848,0.73018,0.12343,0.26482,0.14908,1.90231,1.89092,1.45158,5,0.00099505,0.00099505,0.00099505
6,175.781,2.22196,1.92364,1.54216,0.17538,0.36222,0.77182,0.07688,0.19019,0.11767,1.8458,2.09275,1.47767,5,0.000993812,0.000993812,0.000993812
7,197.701,1.82559,1.73629,1.42427,0.31203,0.41147,0.75392,0.13487,0.31001,0.20553,1.66737,1.75929,1.3456,7,0.000992575,0.000992575,0.000992575
8,219.265,1.92657,1.81158,1.38201,0.37001,0.45188,0.67138,0.28704,0.36575,0.24886,1.51231,1.57655,1.25266,8,0.000991338,0.000991338,0.000991338
9,270.989,1.79037,1.70852,1.32124,0.3917,0.45518,0.81426,0.1847,0.3999,0.24612,1.73846,1.54853,1.34839,8,0.0009901,0.0009901,0.0009901
10,310.638,1.67298,1.55354,1.285,0.39512,0.54015,0.63062,0.33891,0.43608,0.2842,1.5819,1.53044,1.26014,10,0.000988863,0.000988863,0.000988863
11,358.44,1.71237,1.56834,1.2839,0.42311,0.52163,0.76004,0.31617,0.45111,0.30616,1.37351,1.42047,1.18091,11,0.000987625,0.000987625,0.000987625
12,380.581,1.55623,1.4926,1.21184,0.47487,0.56581,0.74893,0.33759,0.5027,0.34718,1.28208,1.33124,1.15958,12,0.000986387,0.000986387,0.000986387
13,402.488,1.45034,1.39354,1.18186,0.44049,0.5501,0.7118,0.25266,0.43757,0.29764,1.30099,1.34329,1.16393,12,0.00098515,0.00098515,0.00098515
14,423.79,1.52298,1.42585,1.19609,0.52325,0.55202,0.73631,0.3164,0.49764,0.34206,1.32405,1.33795,1.14518,12,0.000983912,0.000983912,0.000983912
15,445.555,1.52104,1.45047,1.20688,0.50032,0.56958,0.72986,0.36279,0.51498,0.35368,1.25608,1.28504,1.11232,15,0.000982675,0.000982675,0.000982675
16,467.491,1.45589,1.39072,1.18647,0.49624,0.55585,0.73807,0.26394,0.48078,0.32398,1.27909,1.33344,1.12967,15,0.000981437,0.000981437,0.000981437
17,524.95,1.47269,1.37265,1.13822,0.54594,0.55631,0.64323,0.44935,0.53202,0.33525,1.31731,1.28633,1.13129,15,0.0009802,0.0009802,0.0009802
18,546.52,1.55675,1.45571,1.19086,0.47394,0.60033,0.76645,0.3789,0.53823,0.34179,1.32301,1.25798,1.10377,15,0.000978963,0.000978963,0.000978963
19,568.432,1.44867,1.38682,1.15294,0.51013,0.55299,0.63355,0.43083,0.52455,0.35621,1.206,1.3012,1.06807,19,0.000977725,0.000977725,0.000977725
20,590.008,1.41774,1.34733,1.13123,0.54171,0.6043,0.70078,0.40736,0.55155,0.37947,1.23216,1.22182,1.09145,20,0.000976488,0.000976488,0.000976488
21,611.723,1.44732,1.3314,1.11575,0.55529,0.59619,0.80288,0.31541,0.55679,0.39344,1.15588,1.19354,1.08406,21,0.00097525,0.00097525,0.00097525
22,633.627,1.43765,1.37748,1.12847,0.58063,0.58518,0.77351,0.38952,0.57501,0.40025,1.22237,1.17743,1.08194,22,0.000974013,0.000974013,0.000974013
23,655.378,1.38234,1.37897,1.10452,0.55431,0.58586,0.76087,0.35598,0.56659,0.40338,1.14517,1.19428,1.05701,23,0.000972775,0.000972775,0.000972775
24,677.262,1.37216,1.26701,1.09688,0.56086,0.61773,0.78526,0.38683,0.59202,0.41801,1.17021,1.15981,1.04487,24,0.000971537,0.000971537,0.000971537
25,699.36,1.34227,1.22789,1.06729,0.51745,0.60564,0.66357,0.39632,0.54533,0.37714,1.18096,1.19348,1.04736,24,0.0009703,0.0009703,0.0009703
26,733.897,1.34811,1.25474,1.07519,0.56682,0.61544,0.7386,0.38394,0.57252,0.41061,1.12014,1.14298,1.04078,24,0.000969063,0.000969063,0.000969063
27,772.641,1.39638,1.29293,1.09307,0.5836,0.60054,0.81334,0.34482,0.58713,0.40595,1.26385,1.17094,1.0757,24,0.000967825,0.000967825,0.000967825
28,794.232,1.34571,1.23373,1.08179,0.5491,0.59387,0.72684,0.36977,0.55144,0.38014,1.20068,1.19234,1.05439,24,0.000966588,0.000966588,0.000966588
29,815.529,1.35047,1.25608,1.079,0.5149,0.60309,0.68747,0.40155,0.54393,0.38725,1.11164,1.13618,1.0232,24,0.00096535,0.00096535,0.00096535
30,850.755,1.29417,1.23902,1.04972,0.5893,0.61508,0.75073,0.45565,0.60639,0.44341,1.11404,1.11288,1.03867,30,0.000964113,0.000964113,0.000964113
31,872.786,1.23743,1.18024,1.03077,0.61133,0.61923,0.77351,0.42983,0.61972,0.45142,1.07702,1.06188,1.01367,31,0.000962875,0.000962875,0.000962875
32,894.421,1.30929,1.23067,1.04969,0.51882,0.6442,0.65193,0.45272,0.56847,0.41369,1.07682,1.1142,1.00817,31,0.000961638,0.000961638,0.000961638
