epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/precision@0.4(B),metrics/recall@0.4(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,best_epoch,lr/pg0,lr/pg1,lr/pg2
1,15.7035,6.70299,6.2417,4.13339,0,0,0.4,0,0,0,6.92464,6.44859,4.13639,1,0.00023,0.00023,0.00023
2,25.7076,6.43186,4.87458,3.77382,0,0,0.6,0,0,0,6.90778,5.84601,4.0093,2,0.000468837,0.000468837,0.000468837
3,35.8861,5.74466,4.31213,3.50802,0,0,1,0,0,0,6.48082,4.17142,3.31667,3,0.000706485,0.000706485,0.000706485
4,45.9697,3.51267,2.64189,2.39686,0.00013,0.00018,1,0,7e-05,1e-05,5.72958,4.14952,2.79156,4,0.000942946,0.000942946,0.000942946
5,55.9025,2.74788,2.17841,1.8207,0.13331,0.14607,1,0,0.08426,0.04276,2.21851,2.75179,1.51368,5,0.0009901,0.0009901,0.0009901
6,66.8528,2.44572,2.03597,1.61404,0.325,0.40542,0.81707,0.02588,0.29006,0.1595,2.04994,1.96621,1.33028,6,0.000987625,0.000987625,0.000987625
7,77.3738,2.18077,1.7772,1.37644,0.26708,0.46747,0.81378,0.07979,0.3118,0.18477,1.85082,1.78078,1.29069,7,0.00098515,0.00098515,0.00098515
8,88.0732,2.02716,1.71489,1.30171,0.33973,0.45602,0.90425,0.13828,0.35576,0.23027,1.60473,1.55589,1.19652,8,0.000982675,0.000982675,0.000982675
9,98.3835,1.9224,1.64711,1.28466,0.47878,0.42676,0.57034,0.30238,0.31088,0.19696,1.57349,1.61597,1.1689,8,0.0009802,0.0009802,0.0009802
10,108.949,1.81964,1.63838,1.26757,0.35522,0.4515,0.61614,0.2194,0.35623,0.22185,1.53872,1.50955,1.15334,8,0.000977725,0.000977725,0.000977725
11,119.76,1.91748,1.62073,1.23591,0.37862,0.48586,0.71496,0.25799,0.38056,0.2402,1.59774,1.51066,1.16868,11,0.00097525,0.00097525,0.00097525
12,130.73,1.81481,1.56884,1.21822,0.41202,0.49486,0.79718,0.17178,0.41247,0.27596,1.44998,1.43796,1.10655,12,0.000972775,0.000972775,0.000972775
13,141.642,1.76271,1.55535,1.19841,0.36835,0.51361,0.54979,0.28444,0.4048,0.26357,1.58409,1.36352,1.13193,12,0.0009703,0.0009703,0.0009703
14,152.347,1.69887,1.45299,1.15196,0.41665,0.52704,0.71533,0.27912,0.43474,0.27776,1.54149,1.36387,1.12437,14,0.000967825,0.000967825,0.000967825
15,163.062,1.73142,1.44971,1.16958,0.46054,0.5202,0.65062,0.2165,0.43896,0.26601,1.69445,1.42236,1.18622,14,0.00096535,0.00096535,0.00096535
16,173.995,1.7477,1.49848,1.19718,0.48763,0.5495,0.71235,0.31099,0.49816,0.33244,1.37699,1.30008,1.08768,16,0.000962875,0.000962875,0.000962875
17,184.863,1.61456,1.45426,1.15839,0.45808,0.55229,0.68358,0.37034,0.48523,0.30973,1.38616,1.2952,1.08738,16,0.0009604,0.0009604,0.0009604
18,194.826,1.56282,1.35885,1.12372,0.54302,0.55799,0.77367,0.33025,0.53143,0.36008,1.32099,1.23094,1.06388,18,0.000957925,0.000957925,0.000957925
19,205.856,1.53622,1.39498,1.13768,0.57139,0.60439,0.7546,0.4128,0.57171,0.38189,1.29221,1.19033,1.06572,19,0.00095545,0.00095545,0.00095545
20,216.791,1.59677,1.42068,1.12566,0.543,0.55299,0.74962,0.33789,0.53123,0.35483,1.33288,1.23284,1.07185,19,0.000952975,0.000952975,0.000952975
21,226.879,1.59292,1.44649,1.1368,0.54303,0.5781,0.73292,0.36781,0.54513,0.36286,1.31547,1.2117,1.04503,19,0.0009505,0.0009505,0.0009505
22,237.919,1.53662,1.35231,1.08347,0.52111,0.57963,0.76699,0.27721,0.51594,0.33586,1.31858,1.24776,1.05038,19,0.000948025,0.000948025,0.000948025
23,248.621,1.53136,1.33864,1.09301,0.57153,0.57142,0.75946,0.32905,0.54235,0.36773,1.25471,1.20714,1.02788,19,0.00094555,0.00094555,0.00094555
24,259.236,1.48397,1.32208,1.08735,0.5243,0.63127,0.76594,0.3719,0.55921,0.37732,1.27137,1.15778,1.0284,19,0.000943075,0.000943075,0.000943075
25,269.852,1.43309,1.2617,1.07092,0.54994,0.59631,0.76441,0.40484,0.5594,0.38635,1.22408,1.15404,1.01203,25,0.0009406,0.0009406,0.0009406
26,280.17,1.44788,1.29201,1.04457,0.54969,0.58312,0.75041,0.4173,0.54623,0.38435,1.16337,1.18666,0.99929,25,0.000938125,0.000938125,0.000938125
27,290.673,1.41741,1.27461,1.05894,0.54358,0.58553,0.7177,0.43651,0.56749,0.39591,1.17858,1.1675,1.0067,27,0.00093565,0.00093565,0.00093565
28,301.434,1.45915,1.28758,1.06349,0.60087,0.62524,0.73774,0.4764,0.61402,0.42278,1.17717,1.09507,1.00227,28,0.000933175,0.000933175,0.000933175
29,312.007,1.34479,1.22604,1.02525,0.57796,0.61685,0.7843,0.40361,0.59665,0.41106,1.18089,1.11867,0.99365,28,0.0009307,0.0009307,0.0009307
30,321.885,1.3809,1.20164,1.03479,0.60877,0.61556,0.7547,0.41899,0.60529,0.4314,1.14768,1.11228,0.99484,30,0.000928225,0.000928225,0.000928225
31,332.214,1.40599,1.20987,1.05391,0.6296,0.62595,0.76546,0.47618,0.63304,0.41867,1.31641,1.1146,1.00553,30,0.00092575,0.00092575,0.00092575
32,342.214,1.3916,1.24438,1.04849,0.59338,0.61333,0.73813,0.43921,0.58274,0.38708,1.32447,1.13678,1.00742,30,0.000923275,0.000923275,0.000923275
33,351.973,1.34028,1.19762,1.03294,0.59432,0.64874,0.76205,0.48289,0.63827,0.45232,1.143,1.08933,0.98048,33,0.0009208,0.0009208,0.0009208
34,362.093,1.29424,1.18128,1.01045,0.61688,0.63927,0.75677,0.4608,0.63088,0.45383,1.09033,1.06831,0.96208,34,0.000918325,0.000918325,0.000918325
35,372.214,1.32715,1.17704,1.01111,0.61449,0.62041,0.74103,0.47896,0.62059,0.40988,1.23607,1.10487,0.9919,34,0.00091585,0.00091585,0.00091585
36,382.056,1.40376,1.20907,1.01049,0.64068,0.63046,0.73753,0.54456,0.65387,0.46387,1.14848,1.05484,0.97391,36,0.000913375,0.000913375,0.000913375
37,392.085,1.30878,1.18088,1.01563,0.60595,0.6119,0.7731,0.40793,0.60965,0.43044,1.13426,1.08825,0.97396,36,0.0009109,0.0009109,0.0009109
38,402.081,1.31013,1.19168,1.01488,0.59621,0.58925,0.77498,0.40774,0.58829,0.41314,1.0866,1.11273,0.95929,36,0.000908425,0.000908425,0.000908425
39,411.929,1.30493,1.15758,1.00776,0.64598,0.63557,0.7603,0.50272,0.64728,0.43964,1.27842,1.05384,0.9863,36,0.00090595,0.00090595,0.00090595
40,421.86,1.33426,1.18521,1.00255,0.65237,0.64707,0.7591,0.52198,0.65828,0.47913,1.06064,1.02121,0.95188,40,0.000903475,0.000903475,0.000903475
41,431.952,1.30071,1.18258,0.98714,0.60739,0.65154,0.77985,0.45854,0.64218,0.44339,1.13603,1.05215,0.96526,40,0.000901,0.000901,0.000901
42,442,1.26541,1.15788,0.99084,0.63326,0.63309,0.6986,0.56448,0.65313,0.46722,1.0917,1.02012,0.9553,40,0.000898525,0.000898525,0.000898525
43,452.648,1.26084,1.10613,0.97633,0.59031,0.64192,0.73611,0.46394,0.61974,0.44878,1.04787,1.01844,0.94501,40,0.00089605,0.00089605,0.00089605
44,463.242,1.19581,1.10827,0.97484,0.6487,0.6392,0.71172,0.57943,0.6694,0.48513,1.10392,1.02534,0.95588,44,0.000893575,0.000893575,0.000893575
45,473.968,1.22443,1.1233,0.98347,0.61535,0.66186,0.7437,0.51196,0.65913,0.48063,1.06109,1.03328,0.94523,44,0.0008911,0.0008911,0.0008911
46,484.592,1.21704,1.10473,0.97026,0.64371,0.64321,0.75258,0.52673,0.64746,0.45755,1.0928,1.03325,0.9471,44,0.000888625,0.000888625,0.000888625
47,495.163,1.21296,1.12518,0.96764,0.64391,0.64932,0.73089,0.55921,0.66214,0.48848,1.023,1.00925,0.94203,47,0.00088615,0.00088615,0.00088615
48,506.034,1.26332,1.1409,0.9848,0.66643,0.63798,0.71388,0.59128,0.66679,0.4857,1.09174,1.0124,0.9498,47,0.000883675,0.000883675,0.000883675
49,515.916,1.20834,1.11756,0.97264,0.64687,0.62891,0.79098,0.45429,0.64644,0.48488,0.99935,1.05761,0.93111,47,0.0008812,0.0008812,0.0008812
50,526.555,1.21085,1.11488,0.97385,0.59676,0.64004,0.73842,0.47286,0.63113,0.47679,0.977,1.01148,0.92377,47,0.000878725,0.000878725,0.000878725
51,536.633,1.17735,1.09107,0.95234,0.64404,0.66713,0.72049,0.58827,0.6874,0.51056,1.01164,0.98582,0.93428,51,0.00087625,0.00087625,0.00087625
52,547.507,1.17907,1.12789,0.96346,0.67012,0.66462,0.77437,0.54488,0.69251,0.51007,1.03779,1.00116,0.93396,51,0.000873775,0.000873775,0.000873775
53,558.338,1.1977,1.08346,0.96349,0.65956,0.65819,0.75717,0.53349,0.66595,0.49649,1.01303,1.00674,0.92846,51,0.0008713,0.0008713,0.0008713
54,568.964,1.16988,1.0745,0.95822,0.64587,0.65131,0.76825,0.51236,0.67182,0.49992,1.00778,1.04006,0.93166,51,0.000868825,0.000868825,0.000868825
55,578.938,1.17693,1.07835,0.94975,0.65958,0.6578,0.70399,0.60197,0.66672,0.503,0.97908,0.99809,0.92106,51,0.00086635,0.00086635,0.00086635
56,589.639,1.17917,1.09816,0.9486,0.62974,0.60711,0.75932,0.45762,0.60649,0.44285,1.07363,1.10511,0.94026,51,0.000863875,0.000863875,0.000863875
57,600.407,1.20787,1.08577,0.94799,0.64853,0.66101,0.67902,0.63515,0.67179,0.48281,1.11985,1.03788,0.9371,51,0.0008614,0.0008614,0.0008614
58,610.383,1.30389,1.10268,0.96381,0.6312,0.62969,0.76584,0.48705,0.64756,0.4765,1.00621,1.07415,0.91712,51,0.000858925,0.000858925,0.000858925
59,620.453,1.19646,1.08359,0.95291,0.61981,0.59705,0.69728,0.49997,0.60349,0.45223,1.0082,1.11377,0.92019,51,0.00085645,0.00085645,0.00085645
60,631.108,1.17373,1.08398,0.94965,0.62226,0.69792,0.79133,0.55958,0.71186,0.52957,0.99681,1.02756,0.92519,60,0.000853975,0.000853975,0.000853975
61,642.012,1.19733,1.14431,0.96266,0.66302,0.6667,0.78511,0.53638,0.68682,0.50419,1.05486,0.99815,0.91778,60,0.0008515,0.0008515,0.0008515
62,652.697,1.16444,1.09598,0.95288,0.61881,0.68343,0.69929,0.61831,0.6882,0.50559,1.04833,1.01211,0.92637,60,0.000849025,0.000849025,0.000849025
