epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/precision@0.4(B),metrics/recall@0.4(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,best_epoch,lr/pg0,lr/pg1,lr/pg2
1,21.0801,1.83121,2.90357,1.2548,0.21159,0.11404,0.21159,0.11404,0.12535,0.06569,1.12198,inf,0.93935,1,0.00032381,0.00032381,0.00032381
2,40.4169,1.31105,1.45068,0.99227,0.06836,0.0059,0.06063,0.0059,0.03164,0.02232,1.159,inf,0.95649,1,0.000656059,0.000656059,0.000656059
3,59.5595,1.39715,1.44474,1.02868,0.00067,0.00246,0.00067,0.00246,0.00034,0.00023,1.68446,inf,1.3111,1,0.000987208,0.000987208,0.000987208
4,77.5866,1.41463,1.3845,1.04758,0.40127,0.58456,0.39668,0.58799,0.39411,0.23376,1.19811,1.51303,0.92525,4,0.00099505,0.00099505,0.00099505
5,94.538,1.30466,1.35694,1.01361,0.58913,0.48734,0.68204,0.38476,0.43505,0.29534,0.98024,1.20813,0.85501,5,0.0009934,0.0009934,0.0009934
6,110.137,1.25011,1.31027,0.99324,0.43178,0.60777,0.52273,0.42401,0.47013,0.3119,1.04881,1.12376,0.88237,6,0.00099175,0.00099175,0.00099175
7,125.125,1.19857,1.22241,0.97603,0.44943,0.49605,0.67916,0.46722,0.46604,0.31193,0.92789,1.03981,0.85266,7,0.0009901,0.0009901,0.0009901
8,139.872,1.14808,1.18095,0.9971,0.55728,0.63195,0.62786,0.55768,0.57711,0.36923,1.13333,1.02525,0.89339,8,0.00098845,0.00098845,0.00098845
9,155.302,1.15901,1.22631,0.95532,0.44896,0.60485,0.73714,0.46339,0.52493,0.37875,0.92416,1.00186,0.84865,9,0.0009868,0.0009868,0.0009868
10,169.991,1.09355,1.19023,0.9578,0.52731,0.66207,0.56537,0.6171,0.59705,0.44098,0.89528,1.06522,0.85152,10,0.00098515,0.00098515,0.00098515
11,184.919,1.09137,1.11734,0.95415,0.6127,0.60871,0.70247,0.50887,0.59799,0.41237,1.03767,0.99757,0.88353,10,0.0009835,0.0009835,0.0009835
12,199.401,1.10189,1.1317,0.96122,0.63089,0.62322,0.72628,0.50319,0.6136,0.45271,0.86323,0.88359,0.82357,12,0.00098185,0.00098185,0.00098185
13,213.93,1.10812,1.09919,0.96285,0.55466,0.64731,0.67783,0.52967,0.57913,0.40381,0.95254,0.92036,0.83313,12,0.0009802,0.0009802,0.0009802
14,228.793,1.2013,1.15167,0.97796,0.6036,0.67142,0.6798,0.59723,0.65829,0.48213,0.90217,0.96074,0.82733,14,0.00097855,0.00097855,0.00097855
15,243.34,1.13728,1.11576,0.95427,0.58849,0.60011,0.70978,0.48153,0.56517,0.4299,0.81612,0.8721,0.82081,14,0.0009769,0.0009769,0.0009769
16,274.216,1.05316,1.0706,0.94965,0.63567,0.68972,0.67479,0.64323,0.66912,0.49432,0.83079,0.86002,0.81438,16,0.00097525,0.00097525,0.00097525
17,288.551,1.03199,1.0401,0.93381,0.63353,0.62941,0.76435,0.51691,0.62762,0.48045,0.76374,0.82519,0.80157,16,0.0009736,0.0009736,0.0009736
18,302.634,1.06297,1.04127,0.94566,0.64585,0.7178,0.65764,0.70783,0.70421,0.55185,0.72601,0.79593,0.78968,18,0.00097195,0.00097195,0.00097195
19,346.435,1.03842,1.09234,0.93777,0.65958,0.64003,0.76294,0.52366,0.65311,0.48497,0.86868,0.83879,0.82297,18,0.0009703,0.0009703,0.0009703
20,360.53,1.09469,1.08747,0.9517,0.60111,0.62507,0.82808,0.40978,0.61684,0.44196,0.85919,0.87658,0.83073,18,0.00096865,0.00096865,0.00096865
21,374.537,1.02398,1.03235,0.94464,0.65199,0.65402,0.75798,0.55132,0.66352,0.50481,0.81433,0.79713,0.81403,18,0.000967,0.000967,0.000967
22,388.382,1.03225,1.02356,0.9325,0.66009,0.66001,0.71556,0.59474,0.66146,0.4959,0.8138,0.80554,0.81235,18,0.00096535,0.00096535,0.00096535
23,402.633,1.0199,1.00612,0.91743,0.66195,0.6869,0.68928,0.66298,0.70474,0.51991,0.86545,0.82096,0.8165,18,0.0009637,0.0009637,0.0009637
24,416.503,1.02786,0.99911,0.92596,0.66218,0.62976,0.78705,0.50554,0.62239,0.48412,0.72607,0.76837,0.78549,18,0.00096205,0.00096205,0.00096205
25,430.604,1.07398,0.97627,0.94391,0.64938,0.63725,0.70711,0.57291,0.64767,0.48082,0.90615,0.89165,0.83346,18,0.0009604,0.0009604,0.0009604
26,444.773,1.0378,0.97378,0.93446,0.66982,0.62479,0.73018,0.56859,0.64942,0.50083,0.78288,0.81804,0.80107,18,0.00095875,0.00095875,0.00095875
27,458.867,1.10499,0.95911,0.93834,0.63694,0.65994,0.67601,0.62181,0.66289,0.48644,0.88709,0.87408,0.82743,18,0.0009571,0.0009571,0.0009571
28,472.688,1.01142,0.97549,0.92501,0.68717,0.61949,0.74131,0.56499,0.65564,0.49933,0.78914,0.77605,0.80724,18,0.00095545,0.00095545,0.00095545
29,486.546,0.99743,1.03115,0.93696,0.58733,0.66394,0.6873,0.58101,0.6428,0.48515,0.79563,0.86128,0.80197,18,0.0009538,0.0009538,0.0009538
30,500.654,1.00416,1.00952,0.92475,0.67661,0.65622,0.75644,0.57817,0.68788,0.52951,0.71801,0.76644,0.78653,18,0.00095215,0.00095215,0.00095215
31,514.769,1.00554,0.9726,0.92146,0.6841,0.65239,0.71333,0.6249,0.67904,0.52218,0.78325,0.77709,0.80003,18,0.0009505,0.0009505,0.0009505
32,528.701,1.00703,0.97555,0.92212,0.63892,0.67026,0.75164,0.54072,0.65195,0.5095,0.71814,0.77422,0.78563,18,0.00094885,0.00094885,0.00094885
33,542.736,0.9377,0.94049,0.91177,0.65326,0.70414,0.69721,0.66276,0.69726,0.54891,0.74023,0.77057,0.79385,18,0.0009472,0.0009472,0.0009472
34,556.535,0.95451,0.91588,0.90791,0.64917,0.67019,0.72919,0.60064,0.6913,0.52792,0.78434,0.77207,0.802,18,0.00094555,0.00094555,0.00094555
35,570.9,0.95392,0.91782,0.91041,0.65041,0.68773,0.64054,0.69864,0.67894,0.5091,0.83196,0.85465,0.80612,18,0.0009439,0.0009439,0.0009439
36,584.863,0.95159,0.9267,0.89789,0.67818,0.67093,0.74594,0.59431,0.68576,0.54097,0.73349,0.74013,0.78528,18,0.00094225,0.00094225,0.00094225
37,598.968,0.97573,0.91117,0.92912,0.68659,0.68413,0.71881,0.64138,0.7002,0.53837,0.76887,0.74363,0.80363,18,0.0009406,0.0009406,0.0009406
38,612.903,1.02214,0.95795,0.9232,0.64393,0.66695,0.75775,0.55338,0.66852,0.52353,0.74033,0.78837,0.79091,18,0.00093895,0.00093895,0.00093895
39,626.765,0.96507,0.94258,0.91697,0.66768,0.64248,0.72996,0.56537,0.64518,0.49331,0.80904,0.76713,0.81441,18,0.0009373,0.0009373,0.0009373
40,653.737,0.92749,0.92923,0.90216,0.68639,0.70379,0.74812,0.63226,0.71732,0.57297,0.71215,0.7165,0.78171,40,0.00093565,0.00093565,0.00093565
41,667.875,1.01704,0.92579,0.93761,0.65964,0.66759,0.68483,0.64517,0.68409,0.49438,0.87089,0.7739,0.81042,40,0.000934,0.000934,0.000934
42,681.908,0.94527,0.90104,0.90486,0.6941,0.71172,0.73846,0.65444,0.73254,0.55881,0.8218,0.73053,0.8077,40,0.00093235,0.00093235,0.00093235
43,695.655,0.9912,0.89738,0.91496,0.68765,0.67684,0.74171,0.62273,0.69775,0.55918,0.69664,0.7173,0.78044,40,0.0009307,0.0009307,0.0009307
44,709.67,0.962,0.87926,0.91179,0.68334,0.7353,0.69694,0.71524,0.74367,0.57501,0.76825,0.72326,0.78937,44,0.00092905,0.00092905,0.00092905
45,723.876,0.95093,0.89079,0.90983,0.67075,0.72178,0.67946,0.71479,0.72392,0.57136,0.72493,0.74519,0.78087,44,0.0009274,0.0009274,0.0009274
46,737.692,0.98687,0.91867,0.91358,0.66557,0.68563,0.72708,0.60642,0.69732,0.54349,0.74897,0.71869,0.79066,44,0.00092575,0.00092575,0.00092575
47,751.639,0.89243,0.87304,0.89295,0.71309,0.66741,0.74135,0.63364,0.70585,0.551,0.74513,0.75309,0.79133,44,0.0009241,0.0009241,0.0009241
48,765.583,0.90292,0.88307,0.89384,0.69553,0.71201,0.75144,0.65174,0.74129,0.59661,0.68395,0.72206,0.77437,48,0.00092245,0.00092245,0.00092245
49,779.624,0.9783,0.90013,0.92001,0.73402,0.71043,0.76012,0.68102,0.74948,0.6019,0.69229,0.68124,0.78147,49,0.0009208,0.0009208,0.0009208
50,793.885,0.98229,0.92595,0.92978,0.66527,0.68824,0.67729,0.67658,0.70187,0.54613,0.7237,0.75247,0.78596,49,0.00091915,0.00091915,0.00091915
51,807.74,0.92424,0.89436,0.8984,0.67177,0.70536,0.70737,0.66111,0.71302,0.56184,0.72993,0.76858,0.78745,49,0.0009175,0.0009175,0.0009175
52,821.522,0.91771,0.86773,0.89956,0.73125,0.69128,0.75406,0.67175,0.73988,0.58673,0.73135,0.68721,0.78665,49,0.00091585,0.00091585,0.00091585
53,835.437,0.92838,0.88373,0.90799,0.68682,0.68762,0.7258,0.6475,0.71358,0.56167,0.71542,0.70694,0.79142,49,0.0009142,0.0009142,0.0009142
54,849.266,0.88238,0.83997,0.90793,0.70263,0.69598,0.75119,0.6518,0.72429,0.58003,0.70376,0.68266,0.78502,49,0.00091255,0.00091255,0.00091255
55,863.222,0.89358,0.83587,0.8943,0.69161,0.74544,0.71656,0.71787,0.75527,0.60789,0.68108,0.69177,0.77675,55,0.0009109,0.0009109,0.0009109
56,894.559,0.92768,0.86577,0.91659,0.71547,0.70342,0.80094,0.60301,0.73915,0.5862,0.70956,0.68795,0.7815,55,0.00090925,0.00090925,0.00090925
57,908.423,0.93476,0.87251,0.90951,0.70286,0.68696,0.74032,0.65043,0.72708,0.57816,0.7129,0.70702,0.78266,55,0.0009076,0.0009076,0.0009076
58,922.308,0.91,0.86501,0.89909,0.64708,0.68366,0.75605,0.57596,0.70083,0.56208,0.67685,0.73843,0.78017,55,0.00090595,0.00090595,0.00090595
59,936.219,0.95629,0.86846,0.91038,0.65886,0.73013,0.69255,0.69635,0.72737,0.57413,0.73289,0.73776,0.79315,55,0.0009043,0.0009043,0.0009043
60,950.18,0.94559,0.84347,0.91211,0.71274,0.67765,0.71274,0.67765,0.72471,0.57495,0.70629,0.6955,0.78528,55,0.00090265,0.00090265,0.00090265
61,964.211,0.9151,0.84268,0.89496,0.67929,0.72761,0.72313,0.68528,0.7424,0.57871,0.73956,0.72661,0.78699,55,0.000901,0.000901,0.000901
62,1011.16,0.90206,0.85756,0.89349,0.70006,0.68247,0.74296,0.64195,0.7121,0.57075,0.69955,0.70136,0.77971,55,0.00089935,0.00089935,0.00089935
63,1025.22,0.87543,0.81775,0.8829,0.69062,0.69287,0.76786,0.61541,0.72066,0.57639,0.68987,0.6793,0.77518,55,0.0008977,0.0008977,0.0008977
64,1039.09,0.98495,0.86827,0.91646,0.70536,0.74985,0.75781,0.69437,0.7707,0.62087,0.69411,0.69255,0.78383,64,0.00089605,0.00089605,0.00089605
65,1053.19,0.93545,0.83563,0.90248,0.70217,0.66889,0.78071,0.60214,0.70908,0.55073,0.76797,0.69745,0.80692,64,0.0008944,0.0008944,0.0008944
66,1067.38,0.90721,0.86838,0.89369,0.69473,0.73653,0.76963,0.65121,0.75075,0.60099,0.71192,0.70166,0.7821,64,0.00089275,0.00089275,0.00089275
67,1081.56,0.86985,0.90749,0.88446,0.69779,0.68079,0.70856,0.67095,0.70608,0.55404,0.73086,0.732,0.78492,64,0.0008911,0.0008911,0.0008911
68,1095.69,0.87686,0.88914,0.89322,0.62114,0.64039,0.71234,0.56531,0.61746,0.49472,0.68578,0.70555,0.77697,64,0.00088945,0.00088945,0.00088945
69,1109.69,0.94114,0.85591,0.90967,0.69233,0.7112,0.727,0.68356,0.74476,0.59998,0.66749,0.69657,0.77084,64,0.0008878,0.0008878,0.0008878
70,1123.52,0.89529,0.82645,0.90439,0.72929,0.70194,0.7539,0.6836,0.75091,0.56099,0.85152,0.68473,0.81714,64,0.00088615,0.00088615,0.00088615
71,1156.16,0.9734,0.8967,0.9122,0.69965,0.70838,0.74016,0.66526,0.73575,0.55769,0.81678,0.70983,0.81643,64,0.0008845,0.0008845,0.0008845
72,1170.05,0.92143,0.88818,0.91096,0.68842,0.63004,0.7749,0.55301,0.66412,0.50152,0.80691,0.74732,0.80395,64,0.00088285,0.00088285,0.00088285
73,1195.18,0.97048,0.92894,0.91971,0.72078,0.74491,0.73956,0.71936,0.76191,0.6126,0.6953,0.66313,0.7801,64,0.0008812,0.0008812,0.0008812
74,1208.98,0.87468,0.84954,0.90365,0.66108,0.7058,0.77446,0.59674,0.73098,0.5899,0.67735,0.76015,0.77563,64,0.00087955,0.00087955,0.00087955
75,1223.07,0.91547,0.85322,0.90764,0.71754,0.68223,0.72741,0.67665,0.72236,0.56668,0.73431,0.70554,0.78354,64,0.0008779,0.0008779,0.0008779
76,1267.63,0.89079,0.82542,0.90121,0.70641,0.68802,0.73759,0.65755,0.71505,0.56882,0.70503,0.6973,0.77605,64,0.00087625,0.00087625,0.00087625
77,1295.85,0.87126,0.82723,0.88945,0.70398,0.71448,0.72265,0.69352,0.75222,0.60858,0.67721,0.70649,0.77619,64,0.0008746,0.0008746,0.0008746
78,1309.86,0.89103,0.85639,0.88975,0.70401,0.70791,0.76091,0.63873,0.7409,0.5875,0.71922,0.68002,0.78353,64,0.00087295,0.00087295,0.00087295
79,1323.87,0.90681,0.81464,0.89423,0.69945,0.70225,0.76163,0.63673,0.72931,0.58297,0.69935,0.66462,0.78122,64,0.0008713,0.0008713,0.0008713
80,1337.78,0.88131,0.82255,0.89632,0.71573,0.74875,0.76193,0.6957,0.76975,0.61848,0.69419,0.67371,0.78128,64,0.00086965,0.00086965,0.00086965
81,1351.78,0.85914,0.79326,0.87812,0.68751,0.68326,0.77323,0.59052,0.71202,0.57227,0.65748,0.70343,0.7732,64,0.000868,0.000868,0.000868
82,1365.62,0.85683,0.77169,0.88289,0.70918,0.70721,0.75025,0.66556,0.74349,0.60675,0.64278,0.68605,0.77002,64,0.00086635,0.00086635,0.00086635
83,1379.55,0.89018,0.78348,0.90228,0.72023,0.69176,0.7711,0.6308,0.72898,0.57951,0.70587,0.67961,0.78485,64,0.0008647,0.0008647,0.0008647
84,1393.53,0.83339,0.79496,0.88149,0.6772,0.70858,0.74096,0.65393,0.72076,0.56539,0.73953,0.68055,0.78923,64,0.00086305,0.00086305,0.00086305
85,1407.72,0.93911,0.8444,0.89134,0.68222,0.68571,0.76867,0.59841,0.70771,0.56938,0.69081,0.72438,0.7825,64,0.0008614,0.0008614,0.0008614
86,1421.45,0.86009,0.77712,0.89514,0.71144,0.68617,0.76625,0.63146,0.71601,0.56124,0.7412,0.68196,0.79075,64,0.00085975,0.00085975,0.00085975
87,1435.34,0.89839,0.77386,0.90238,0.71936,0.71979,0.77002,0.66957,0.7538,0.60782,0.67113,0.66459,0.77339,64,0.0008581,0.0008581,0.0008581
88,1449.02,0.85179,0.74912,0.89064,0.70034,0.7102,0.78621,0.62737,0.74363,0.58355,0.75198,0.71267,0.78444,64,0.00085645,0.00085645,0.00085645
89,1463,0.87004,0.76782,0.88961,0.70781,0.70844,0.75106,0.66692,0.74425,0.59953,0.67056,0.66032,0.77421,64,0.0008548,0.0008548,0.0008548
90,1476.96,0.83941,0.78218,0.88971,0.70078,0.71898,0.72388,0.69373,0.74401,0.60273,0.65579,0.69959,0.7702,64,0.00085315,0.00085315,0.00085315
91,1490.82,0.9217,0.82971,0.90907,0.71194,0.67798,0.75601,0.6217,0.71727,0.56631,0.74766,0.73556,0.79252,64,0.0008515,0.0008515,0.0008515
